type;brand;category;sku;ean;name;hexa;colorName;description;size
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757903;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;6
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757910;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;8
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757927;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;10
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757934;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;12
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757941;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;14
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710251958;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;0
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710251965;Cotton Sateen Skinny Pant;#1f253b;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;2
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710251972;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;4
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710251989;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;6
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710251996;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;8
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710252009;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;10
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710252016;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;12
Women;Polo Ralph Lauren;BOTTOMS;1388645;3614710252023;Cotton Sateen Skinny Pant;;Capri Navy;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;14
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414749;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;0
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414756;Stretch Cotton Skinny Pant;#000000;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;2
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414763;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;4
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414770;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;6
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414787;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;8
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414794;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;10
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414800;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;12
Women;Polo Ralph Lauren;BOTTOMS;1388647;3614713414817;Stretch Cotton Skinny Pant;;Polo Black;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;14
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414633;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;0
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414640;Stretch Cotton Skinny Pant;#1f253b;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;2
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414657;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;4
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414664;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;6
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414671;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;8
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414688;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;10
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414695;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;12
Women;Polo Ralph Lauren;BOTTOMS;1388648;3614713414701;Stretch Cotton Skinny Pant;;Capri Navy;Faux-leather trim puts a modern spin on these skinny pants, which are cut from soft stretch cotton.;14
Women;Polo Ralph Lauren;KNITS;1388649;3614712267292;Knit Cotton Polo Shirt;;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;XXS
Women;Polo Ralph Lauren;KNITS;1388649;3614712267308;Knit Cotton Polo Shirt;#1f253b;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;XS
Women;Polo Ralph Lauren;KNITS;1388649;3614712267315;Knit Cotton Polo Shirt;;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;S
Women;Polo Ralph Lauren;KNITS;1388649;3614712267322;Knit Cotton Polo Shirt;;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;M
Women;Polo Ralph Lauren;KNITS;1388649;3614712267339;Knit Cotton Polo Shirt;;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;L
Women;Polo Ralph Lauren;KNITS;1388649;3614712267346;Knit Cotton Polo Shirt;;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;XL
Women;Polo Ralph Lauren;KNITS;1388649;3614712267353;Knit Cotton Polo Shirt;;Capri Navy;Made from breathable cotton and detailed with a five-button placket, this short-sleeve Polo shirt is a practical take on a lightweight summer essential.;XXL
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919717;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;0
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919786;Premier Skinny Ankle Jean;#98abb7;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;2
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919793;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;4
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919809;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;6
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919816;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;8
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919731;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;10
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919748;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;12
Women;Polo Ralph Lauren;BOTTOMS;1388661;3616411919755;Premier Skinny Ankle Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;14
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919823;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;0
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919892;Premier Skinny Jean;#98abb7;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;2
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919908;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;4
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919915;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;6
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919922;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;8
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919847;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;10
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919854;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;12
Women;Polo Ralph Lauren;BOTTOMS;1388662;3616411919861;Premier Skinny Jean;;Sandy Blue Wash;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;14
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921345;Stretch Cotton Short;;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;0
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921413;Stretch Cotton Short;#c3a786;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;2
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921420;Stretch Cotton Short;;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;4
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921437;Stretch Cotton Short;;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;6
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921444;Stretch Cotton Short;;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;8
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921369;Stretch Cotton Short;;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;10
Women;Polo Ralph Lauren;BOTTOMS;1388663;3616411921376;Stretch Cotton Short;;Spring Khaki;A high-rise fit and a wide leg enhance the comfort of these stretch-infused cotton shorts, while crisp pleats and back waist darts create a tailored silhouette.;12
